property_title,bhk_type,carpet_area_sqft,price,price_per_sqft,locality,city,transaction_type,construction_status,url
"3 BHK Flat for Sale in Hebbal, Bangalore",Project by Embassy,Note:,,,,,,,https://www.magicbricks.com/project-by-embassy-hebbal-bangalore-pdpid-4d4235343434313333
"3 BHK Flat for Sale in Hoskote, Bangalore",Project by Sobha,Note:,,,,,,,https://www.magicbricks.com/project-by-sobha-hoskote-bangalore-pdpid-4d4235343435353939
"3 BHK Flat for Sale in Hebbal, Bangalore",Embassy Lake Terraces,,,,,,,,https://www.magicbricks.com/embassy-lake-terraces-hebbal-bangalore-pdpid-4d4235303236343036
"3 BHK Flat for Sale in Yelahanka, Bangalore",Vajram Vivera,,,,,,,,https://www.magicbricks.com/vajram-vivera-yelahanka-bangalore-pdpid-4d4235343239303735
"2 BHK Flat for Sale in Hennur Gardens, Bangalore",Disha Harmony Gardens,,,,,,,,https://www.magicbricks.com/disha-harmony-gardens-hennur-bangalore-pdpid-4d4235343236353033
"3 BHK Flat for Sale in Hoskote, Bangalore",Godrej Parkshire,NEWLY LAUNCHED,,,,,,,https://www.magicbricks.com/godrej-parkshire-hoskote-bangalore-pdpid-4d4235343337383731
"2 BHK Flat for Sale in Hagadur, Bangalore",Ankuraa Pristine Park,NEWLY LAUNCHED,,,,,,,https://www.magicbricks.com/ankuraa-pristine-park-hagadur-bangalore-pdpid-4d4235343338353135
3 BHK Villa for Sale in Sarjapur Road Bangalore,NCC Urban Green Province,,,,,,,,https://www.magicbricks.com/ncc-urban-green-province-sarjapur-road-bangalore-pdpid-4d4235303635363537
"3 BHK Flat for Sale in Yelahanka, Bangalore",Godrej Aveline,NEWLY LAUNCHED,,,,,,,https://www.magicbricks.com/godrej-aveline-yelahanka-bangalore-pdpid-4d4235343435373535
"3 BHK Flat for Sale in Old Madras Road, Bangalore",Sattva Magnificia,,,,,,,,https://www.magicbricks.com/sattva-magnificia-old-madras-road-bangalore-pdpid-4d4235303731323037
"3 BHK Flat for Sale in Sarjapura, Bangalore",The Clan by Global Edifice,,,,,,,,https://www.magicbricks.com/the-clan-by-global-edifice-sarjapur-bangalore-pdpid-4d4235343338333235
"3 BHK Flat for Sale in Sarjapur Road, Bangalore",Nambiar District 25,,,,,,,,https://www.magicbricks.com/nambiar-district-25-sarjapur-road-bangalore-pdpid-4d4235343236323331
"3 BHK Flat for Sale in Electronic City, Bangalore",Pragathi Amber,,,,,,,,https://www.magicbricks.com/pragathi-amber-electronic-city-bangalore-pdpid-4d4235313131303231
"3 BHK Flat for Sale in Sarjapur Road, Bangalore",Abhee Celestial City,,,,,,,,https://www.magicbricks.com/abhee-celestial-city-sarjapur-road-bangalore-pdpid-4d4235343137383235
"3 BHK Flat for Sale in Bagaluru, Bangalore",Kumar Plumeria,,,,,,,,https://www.magicbricks.com/kumar-plumeria-bagaluru-bangalore-pdpid-4d4235343236383733
"3 BHK Flat for Sale in Hsr Layout, Bangalore",Meenakshi Vrindavan,,,,,,,,https://www.magicbricks.com/meenakshi-vrindavan-hsr-layout-bangalore-pdpid-4d4235343132383437
"2 BHK Flat for Sale in Krishnarajapura, Bangalore",Brigade Lakecrest,,,,,,,,https://www.magicbricks.com/brigade-lakecrest-k-r-puram-bangalore-pdpid-4d4235343334303237
"3 BHK Flat for Sale in Devanahalli, Bangalore",Birla Trimaya Phase 3,,,,,,,,https://www.magicbricks.com/birla-trimaya-phase-3-devanahalli-bangalore-pdpid-4d4235343237393337
"3 BHK Flat for Sale in Koramangala, Bangalore",Radiance Platinum,,,,,,,,https://www.magicbricks.com/radiance-platinum-koramangala-bangalore-pdpid-4d4235343233303037
"3 BHK Flat for Sale in Judicial Layout, Yelahanka, Bangalore",Visista By Vista Spaces Okas,,,,,,,,https://www.magicbricks.com/visista-by-vista-spaces-okas-judicial-layout-bangalore-pdpid-4d4235333337393833
"3 BHK Flat for Sale in Chandapura, Bangalore",Signature Heights,,,,,,,,https://www.magicbricks.com/signature-heights-chandapura-bangalore-pdpid-4d4235343234363233
"3 BHK Flat for Sale in Whitefield, Bangalore",Evergreen at Prestige Raintree Park,NEWLY LAUNCHED,,,,,,,https://www.magicbricks.com/evergreen-at-prestige-raintree-park-whitefield-bangalore-pdpid-4d4235343236333131
"3 BHK Flat for Sale in Whitefield, Bangalore",Sarang By Sumadhura Phase II,,,,,,,,https://www.magicbricks.com/sarang-by-sumadhura-phase-ii-whitefield-bangalore-pdpid-4d4235343237393635
"3 BHK Flat for Sale in Thanisandra Main Road, Bangalore",Godrej Woods,NEWLY LAUNCHED,,,,,,,https://www.magicbricks.com/godrej-woods-thanisandra-main-road-bangalore-pdpid-4d4235343339323535
"3 BHK Flat for Sale in Devanahalli, Bangalore",Sattva Aeropolis,,,,,,,,https://www.magicbricks.com/sattva-aeropolis-devanahalli-bangalore-pdpid-4d4235333332383531
"3 BHK Flat for Sale in Marathahalli, Bangalore",Century Mirai Phase I,NEWLY LAUNCHED,,,,,,,https://www.magicbricks.com/century-mirai-phase-i-marathahalli-bangalore-pdpid-4d4235343338353237
"3 BHK Flat for Sale in Sarjapura, Bangalore",ATCO LA VIVANT,,,,,,,,https://www.magicbricks.com/atco-la-vivant-sarjapur-bangalore-pdpid-4d4235343136363939
"2 BHK Flat for Sale in Whitefield, Bangalore",Sowparnika Rhythm Of Rain,,,,,,,,https://www.magicbricks.com/sowparnika-rhythm-of-rain-whitefield-bangalore-pdpid-4d4235343237393433
